O*NET-SOC Code,Title,Example
47-2081.00,Drywall and Ceiling Tile Installers,Chop saws
47-2081.00,Drywall and Ceiling Tile Installers,Circle cutters
47-2081.00,Drywall and Ceiling Tile Installers,Corner knives
47-2081.00,Drywall and Ceiling Tile Installers,Crowhead hammers
47-2081.00,Drywall and Ceiling Tile Installers,Drywall hammers
47-2081.00,Drywall and Ceiling Tile Installers,Drywall hatchets
47-2081.00,Drywall and Ceiling Tile Installers,Drywall jacks
47-2081.00,Drywall and Ceiling Tile Installers,Drywall lifts
47-2081.00,Drywall and Ceiling Tile Installers,Drywall mud mixers
47-2081.00,Drywall and Ceiling Tile Installers,Drywall ripping tools
47-2081.00,Drywall and Ceiling Tile Installers,Drywall routers
47-2081.00,Drywall and Ceiling Tile Installers,Drywall saws
47-2081.00,Drywall and Ceiling Tile Installers,Drywall scoring tools
47-2081.00,Drywall and Ceiling Tile Installers,Drywall screw guns
47-2081.00,Drywall and Ceiling Tile Installers,Drywall screwdrivers
47-2081.00,Drywall and Ceiling Tile Installers,Drywall T-squares
47-2081.00,Drywall and Ceiling Tile Installers,Drywall trowels
47-2081.00,Drywall and Ceiling Tile Installers,Edge cutters
47-2081.00,Drywall and Ceiling Tile Installers,Fan blade mixers
47-2081.00,Drywall and Ceiling Tile Installers,Feather edge drywall darbies
47-2081.00,Drywall and Ceiling Tile Installers,Hacksaws
47-2081.00,Drywall and Ceiling Tile Installers,Heavy duty staple guns
47-2081.00,Drywall and Ceiling Tile Installers,Inside corner trowels
47-2081.00,Drywall and Ceiling Tile Installers,Joint knives
47-2081.00,Drywall and Ceiling Tile Installers,Keyhole saws
47-2081.00,Drywall and Ceiling Tile Installers,Ladders
47-2081.00,Drywall and Ceiling Tile Installers,Laser printers
47-2081.00,Drywall and Ceiling Tile Installers,Mini lifters
47-2081.00,Drywall and Ceiling Tile Installers,Notebook computers
47-2081.00,Drywall and Ceiling Tile Installers,Outside corner trowels
47-2081.00,Drywall and Ceiling Tile Installers,Personal computers
47-2081.00,Drywall and Ceiling Tile Installers,Personal digital assistants PDA
47-2081.00,Drywall and Ceiling Tile Installers,Pistol hopper guns
47-2081.00,Drywall and Ceiling Tile Installers,Pole sanders
47-2081.00,Drywall and Ceiling Tile Installers,Power drills
47-2081.00,Drywall and Ceiling Tile Installers,Power hand sanders
47-2081.00,Drywall and Ceiling Tile Installers,Rasps
47-2081.00,Drywall and Ceiling Tile Installers,Respirators
47-2081.00,Drywall and Ceiling Tile Installers,Roll lifters
47-2081.00,Drywall and Ceiling Tile Installers,Rotary sanders
47-2081.00,Drywall and Ceiling Tile Installers,Saber saws
47-2081.00,Drywall and Ceiling Tile Installers,Safety harnesses
47-2081.00,Drywall and Ceiling Tile Installers,Scaffolding
47-2081.00,Drywall and Ceiling Tile Installers,Staple guns
47-2081.00,Drywall and Ceiling Tile Installers,Stilts
47-2081.00,Drywall and Ceiling Tile Installers,Tablet computers
47-2081.00,Drywall and Ceiling Tile Installers,Tape measures
47-2081.00,Drywall and Ceiling Tile Installers,Taping knives
47-2081.00,Drywall and Ceiling Tile Installers,Texture brushes
47-2081.00,Drywall and Ceiling Tile Installers,Texture guns
47-2081.00,Drywall and Ceiling Tile Installers,Texture sprayers
47-2081.00,Drywall and Ceiling Tile Installers,Tin snips
47-2081.00,Drywall and Ceiling Tile Installers,Torpedo levels
47-2081.00,Drywall and Ceiling Tile Installers,Trimming knives
47-2081.00,Drywall and Ceiling Tile Installers,Utility knives
47-2081.00,Drywall and Ceiling Tile Installers,Wall scrapers
47-2081.00,Drywall and Ceiling Tile Installers,Wallboard saws
47-2081.00,Drywall and Ceiling Tile Installers,Wallboard T-squares
47-2081.00,Drywall and Ceiling Tile Installers,Wipe-down knives
47-2082.00,Tapers,Air compressors
47-2082.00,Tapers,Application brushes
47-2082.00,Tapers,Automatic taping tools
47-2082.00,Tapers,Banjo drywall tapers
47-2082.00,Tapers,Corner knives
47-2082.00,Tapers,Corner rollers
47-2082.00,Tapers,Drywall knockdown knives
47-2082.00,Tapers,Drywall mud mixers
47-2082.00,Tapers,Drywall power sanders
47-2082.00,Tapers,Drywall saws
47-2082.00,Tapers,Drywall stilts
47-2082.00,Tapers,Drywall taping knives
47-2082.00,Tapers,Drywall trowels
47-2082.00,Tapers,Dust masks
47-2082.00,Tapers,Feather edge drywall darbies
47-2082.00,Tapers,Goggles
47-2082.00,Tapers,Hand operated spray guns
47-2082.00,Tapers,Hopper guns
47-2082.00,Tapers,Industrial vacuums
47-2082.00,Tapers,Joint knives
47-2082.00,Tapers,Ladders
47-2082.00,Tapers,Mud mixing drills
47-2082.00,Tapers,Notebook computers
47-2082.00,Tapers,Patch guns
47-2082.00,Tapers,Personal computers
47-2082.00,Tapers,Pivoting drywall knives
47-2082.00,Tapers,Putty knives
47-2082.00,Tapers,Radius trowels
47-2082.00,Tapers,Scaffolding
47-2082.00,Tapers,Screwdrivers
47-2082.00,Tapers,Texture brushes
47-2082.00,Tapers,Texture rollers
47-2082.00,Tapers,Texture sprayers
47-2082.00,Tapers,Utility knives
47-2082.00,Tapers,Wall scrapers
47-2082.00,Tapers,Wipe-down knives
47-2111.00,Electricians,Adjustable wrenches
47-2111.00,Electricians,Air compressors
47-2111.00,Electricians,Allen wrenches
47-2111.00,Electricians,Ammeters
47-2111.00,Electricians,Automatic insulation strippers
47-2111.00,Electricians,Awls
47-2111.00,Electricians,Backhoes
47-2111.00,Electricians,Bandsaws
47-2111.00,Electricians,Bear claw wire threaders
47-2111.00,Electricians,Bucket trucks
47-2111.00,Electricians,Butane soldering irons
47-2111.00,Electricians,Cabinet tip screwdrivers
47-2111.00,Electricians,Cable benders
47-2111.00,Electricians,Cable butt trimmers
47-2111.00,Electricians,Cable cutters
47-2111.00,Electricians,Cable gripping gloves
47-2111.00,Electricians,Cable jacket strippers
47-2111.00,Electricians,Cable labeling machines
47-2111.00,Electricians,Cable lacing needles
47-2111.00,Electricians,Cable sheath strippers
47-2111.00,Electricians,Cable splicing knives
47-2111.00,Electricians,Cable tie guns
47-2111.00,Electricians,Capacitance testers
47-2111.00,Electricians,Channel lock crimping tools
47-2111.00,Electricians,Channel lock pliers
47-2111.00,Electricians,Circuit testers
47-2111.00,Electricians,Circuit tracers
47-2111.00,Electricians,Circular saws
47-2111.00,Electricians,Clamp-on ammeters
47-2111.00,Electricians,Claw hammers
47-2111.00,Electricians,Coaxial cable cutters
47-2111.00,Electricians,Conduit benders
47-2111.00,Electricians,Conduit deburring tools
47-2111.00,Electricians,Conduit fitting and reaming screwdrivers
47-2111.00,Electricians,Conduit levels
47-2111.00,Electricians,Conduit locknut and reaming pliers
47-2111.00,Electricians,Conduit measuring tapes
47-2111.00,Electricians,Continuity coaxial testers
47-2111.00,Electricians,Cordless drills
47-2111.00,Electricians,Crescent wrenches
47-2111.00,Electricians,Current clamps
47-2111.00,Electricians,Cutting torches
47-2111.00,Electricians,Depth gauges
47-2111.00,Electricians,Desktop computers
47-2111.00,Electricians,Diagonal cutting pliers
47-2111.00,Electricians,Diggers
47-2111.00,Electricians,Double-end can socket wrenches
47-2111.00,Electricians,Drill bit sets
47-2111.00,Electricians,Electric conduit benders
47-2111.00,Electricians,Electricians' scissors
47-2111.00,Electricians,End cutting pliers
47-2111.00,Electricians,End wire strippers
47-2111.00,Electricians,External snap ring pliers
47-2111.00,Electricians,Feeler gauges
47-2111.00,Electricians,Fish tape pullers
47-2111.00,Electricians,Frequency meters
47-2111.00,Electricians,Fuse pulling equipment
47-2111.00,Electricians,Gas leak detection devices
47-2111.00,Electricians,Generators
47-2111.00,Electricians,Ground fault circuit interrupter GFCI testers
47-2111.00,Electricians,Growlers
47-2111.00,Electricians,Hacksaws
47-2111.00,Electricians,Hammer drills
47-2111.00,Electricians,Hammers
47-2111.00,Electricians,Hard hats
47-2111.00,Electricians,Heat guns
47-2111.00,Electricians,Heavy duty longnose pliers
47-2111.00,Electricians,Hex key sets
47-2111.00,Electricians,High-leverage cable cutters
47-2111.00,Electricians,High-leverage diagonal cutting pliers
47-2111.00,Electricians,High-leverage side cutting pliers
47-2111.00,Electricians,Hole saws
47-2111.00,Electricians,Hydraulic conduit benders
47-2111.00,Electricians,Hydraulic presses
47-2111.00,Electricians,Hydraulic punching tools
47-2111.00,Electricians,Inductance testers
47-2111.00,Electricians,Infrared scanners
47-2111.00,Electricians,Inspection mirrors
47-2111.00,Electricians,Insulated bolt cutters
47-2111.00,Electricians,Insulated cable cutters
47-2111.00,Electricians,Insulated nutdrivers
47-2111.00,Electricians,Insulated pliers
47-2111.00,Electricians,Insulated screwdrivers
47-2111.00,Electricians,Insulated socket sets
47-2111.00,Electricians,Insulated wrenches
47-2111.00,Electricians,Internal snap ring pliers
47-2111.00,Electricians,Ladders
47-2111.00,Electricians,Laser plumb bobs
47-2111.00,Electricians,Laser printers
47-2111.00,Electricians,Lighted magnet pickups
47-2111.00,Electricians,Lineman's pliers
47-2111.00,Electricians,Magnetic locators
47-2111.00,Electricians,Manlifts
47-2111.00,Electricians,Megohmmeters
47-2111.00,Electricians,Metal locators
47-2111.00,Electricians,Micrometers
47-2111.00,Electricians,Milliameters
47-2111.00,Electricians,Multimeters
47-2111.00,Electricians,Needlenose pliers
47-2111.00,Electricians,Nibbler cutting tools
47-2111.00,Electricians,Non-contact voltage detectors
47-2111.00,Electricians,Notebook computers
47-2111.00,Electricians,Nut drivers
47-2111.00,Electricians,Ohmmeters
47-2111.00,Electricians,Oscilloscopes
47-2111.00,Electricians,Personal computers
47-2111.00,Electricians,Phase rotation meters
47-2111.00,Electricians,Phillips head screwdrivers
47-2111.00,Electricians,Polyvinyl chloride PVC cutters
47-2111.00,Electricians,Programmable logic controllers PLC
47-2111.00,Electricians,Pump pliers
47-2111.00,Electricians,Punchdown tools
47-2111.00,Electricians,Ratchet crimper kits
47-2111.00,Electricians,Ratcheting pipe wrenches
47-2111.00,Electricians,Razor knives
47-2111.00,Electricians,Resistance bridges
47-2111.00,Electricians,Respirators
47-2111.00,Electricians,Round shank screwdrivers
47-2111.00,Electricians,Safety glasses
47-2111.00,Electricians,Scaffolding
47-2111.00,Electricians,Screw-holding screwdrivers
47-2111.00,Electricians,Self-adjusting insulation strippers
47-2111.00,Electricians,Shears
47-2111.00,Electricians,Side cutting pliers
47-2111.00,Electricians,Single reel cable trailers
47-2111.00,Electricians,Soldering tools
47-2111.00,Electricians,Square shank screwdrivers
47-2111.00,Electricians,Staple guns
47-2111.00,Electricians,Strap wrenches
47-2111.00,Electricians,Tablet computers
47-2111.00,Electricians,Tap sets
47-2111.00,Electricians,Tape measures
47-2111.00,Electricians,Tapered reamers
47-2111.00,Electricians,Tapping tools
47-2111.00,Electricians,Telescoping lighted pickups
47-2111.00,Electricians,Tension gauges
47-2111.00,Electricians,Terminal crimpers
47-2111.00,Electricians,Test lamps
47-2111.00,Electricians,Threading die hand tool
47-2111.00,Electricians,Tin snips
47-2111.00,Electricians,Tongue and groove pliers
47-2111.00,Electricians,Torpedo levels
47-2111.00,Electricians,Transfer impedance meters
47-2111.00,Electricians,Truck cranes
47-2111.00,Electricians,Two way radios
47-2111.00,Electricians,Universal stripping tools
47-2111.00,Electricians,Utility cable cutters
47-2111.00,Electricians,Utility knives
47-2111.00,Electricians,Volt tick meters
47-2111.00,Electricians,Voltmeters
47-2111.00,Electricians,Wattmeters
47-2111.00,Electricians,Welders
47-2111.00,Electricians,Welding hoods
47-2111.00,Electricians,Wheeled wire dispensers
47-2111.00,Electricians,Winches
47-2111.00,Electricians,Wire crimpers
47-2111.00,Electricians,Wire crimping tools
47-2111.00,Electricians,Wire cutters
47-2111.00,Electricians,Wire dispensers
47-2111.00,Electricians,Wire dollies
47-2111.00,Electricians,Wire hand caddies
47-2111.00,Electricians,Wire loop pullers
47-2111.00,Electricians,Wire strippers
47-2111.00,Electricians,Wire wrap guns
47-2121.00,Glaziers,Adjustable widemouth pliers
47-2121.00,Glaziers,Adjustable wrenches
47-2121.00,Glaziers,Allen wrenches
47-2121.00,Glaziers,Automatic cutting tables
47-2121.00,Glaziers,Automatic diamond wheel edgers
47-2121.00,Glaziers,Automatic vertical edging machines
47-2121.00,Glaziers,Aviation snips
47-2121.00,Glaziers,Bastard files
47-2121.00,Glaziers,Bench grinders
47-2121.00,Glaziers,Bosun chairs
47-2121.00,Glaziers,Builders' levels
47-2121.00,Glaziers,Center punches
47-2121.00,Glaziers,Claw hammers
47-2121.00,Glaziers,Cold chisels
47-2121.00,Glaziers,Combination squares
47-2121.00,Glaziers,Cordless drills
47-2121.00,Glaziers,Countersinks
47-2121.00,Glaziers,Cutoff saws
47-2121.00,Glaziers,Dead-blow hammers
47-2121.00,Glaziers,Desktop computers
47-2121.00,Glaziers,Drill presses
47-2121.00,Glaziers,Drum sanders
47-2121.00,Glaziers,Duck-billed locking pliers
47-2121.00,Glaziers,Edge scrapers
47-2121.00,Glaziers,Electric drills
47-2121.00,Glaziers,Finger pull machines
47-2121.00,Glaziers,Flat head screwdrivers
47-2121.00,Glaziers,Forklifts
47-2121.00,Glaziers,Glass bevelers
47-2121.00,Glaziers,Glass clamps
47-2121.00,Glaziers,Glass cutters
47-2121.00,Glaziers,Glass dollies
47-2121.00,Glaziers,Glass drilling machines
47-2121.00,Glaziers,Glass edgers
47-2121.00,Glaziers,Glass gloves
47-2121.00,Glaziers,Glass holders
47-2121.00,Glaziers,Glass lifters
47-2121.00,Glaziers,Glass pliers
47-2121.00,Glaziers,Glass routers
47-2121.00,Glaziers,Glass saws
47-2121.00,Glaziers,Glass tongs
47-2121.00,Glaziers,Grinding tools
47-2121.00,Glaziers,Hacksaws
47-2121.00,Glaziers,Half moon files
